"Cruise","Station","Deployment","Tube","Channel","Region","Habitat",".id","Depth","DO.mean","DO.sd"
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",1600,90.5493850708008,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",1700,87.8622436523438,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",1800,85.6789779663086,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",1900,83.0259170532227,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2000,80.9077529907227,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2100,79.9248962402344,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2200,79.3353042602539,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2300,78.9014282226563,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2400,78.7603988647461,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2500,79.4785690307617,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2600,81.1822891235352,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2700,81.4287719726563,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2800,80.2524490356445,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",2900,79.2956008911133,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3000,78.6634674072266,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3100,79.0377578735352,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3200,79.3491973876953,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3300,81.0958023071289,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3400,76.1536712646484,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3500,72.9033355712891,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3600,69.8804016113281,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3700,67.0699996948242,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3800,65.668571472168,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",3900,63.6932640075684,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4000,62.4440002441406,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4100,60.4871444702148,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4200,58.0867347717285,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4300,56.0357131958008,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4400,54.0579986572266,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4500,52.1255111694336,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4600,50.0093879699707,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4700,48.1710205078125,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4800,46.2479591369629,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",4900,45.1095924377441,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5000,44.575511932373,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5100,43.2886009216309,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5200,41.0734710693359,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5300,37.4361991882324,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5400,34.7771987915039,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5500,33.289794921875,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5600,31.4865303039551,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5700,29.8167343139648,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5800,30.1453056335449,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",5900,27.3122005462646,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6000,25.6340808868408,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6100,22.3892002105713,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6200,20.1920413970947,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6300,17.9763259887695,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6400,16.4275512695313,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6500,14.998571395874,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6600,13.010612487793,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6700,11.5485715866089,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6800,10.1837997436523,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",6900,8.64387798309326,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7000,7.55620002746582,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7100,7.23680019378662,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7200,6.14653062820435,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7300,5.11449003219604,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7400,3.80999994277954,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7500,2.57061219215393,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7600,1.39199995994568,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7700,0.584166646003723,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7800,-0.281224489212036,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",7900,-0.832857131958008,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8000,-1.34367346763611,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8100,-1.92859995365143,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8200,-2.42306113243103,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8300,-2.42081642150879,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8400,-2.29714274406433,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8500,-2.4765305519104,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8600,-2.45795917510986,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8700,-2.55816316604614,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8800,-2.58640003204346,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",8900,-2.47897958755493,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",9000,-2.41591835021973,
"NOR1_T004","M1","2","4","3","Gaoping","Slope","NOR1_T004_M1_2_4_Ch3",9100,-2.56918358802795,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",0,114.895713806152,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",100,112.934997558594,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",200,112.350799560547,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",300,111.06551361084,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",400,110.786796569824,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",500,109.467552185059,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",600,107.477752685547,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",700,106.954078674316,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",800,106.240203857422,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",900,103.334899902344,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1000,100.898162841797,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1100,99.9253082275391,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1200,97.6157150268555,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1300,94.5732650756836,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1400,92.9489822387695,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1500,90.8785705566406,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1600,90.3108139038086,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1700,90.0757141113281,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1800,90.119384765625,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",1900,87.9970016479492,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2000,92.0724487304688,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2100,92.3943786621094,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2200,89.8624496459961,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2300,89.9436721801758,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2400,88.9453964233398,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2500,90.6644897460938,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2600,89.3169403076172,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2700,90.8891983032227,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2800,87.0940017700195,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",2900,83.0873489379883,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3000,82.8552093505859,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3100,82.5538024902344,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3200,79.2809982299805,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3300,75.9869384765625,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3400,74.0526504516602,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3500,73.6141967773438,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3600,70.4259185791016,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3700,68.8157119750977,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3800,67.8944931030273,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",3900,64.8199996948242,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4000,62.2324485778809,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4100,60.3297958374023,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4200,58.9065322875977,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4300,56.4620399475098,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4400,54.607551574707,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4500,53.8704071044922,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4600,50.6110000610352,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4700,48.6514282226563,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4800,45.5242004394531,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",4900,45.7509994506836,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5000,44.0418357849121,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5100,41.6924476623535,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5200,38.8273468017578,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5300,38.181224822998,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5400,34.7113990783691,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5500,33.352653503418,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5600,32.4283981323242,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5700,29.7095909118652,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5800,27.4246940612793,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",5900,25.0661220550537,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6000,23.7889804840088,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6100,21.5200004577637,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6200,21.1185722351074,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6300,19.3708000183105,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6400,17.9191837310791,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6500,18.3334007263184,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6600,16.992000579834,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6700,17.1718368530273,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6800,14.9726533889771,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",6900,13.3514289855957,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7000,11.7902040481567,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7100,12.8662004470825,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7200,9.71645832061768,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7300,8.16673469543457,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7400,6.87367343902588,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7500,5.65877532958984,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7600,5.29440021514893,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7700,5.80306100845337,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7800,4.24551010131836,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",7900,2.75285720825195,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8000,2.66040825843811,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8100,2.49775505065918,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8200,0.980816304683685,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8300,0.882000029087067,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8400,0.172244891524315,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8500,0.106530614197254,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8600,0.582448959350586,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8700,-0.671428561210632,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8800,0.314285725355148,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",8900,-3.08734703063965,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9000,3.332200050354,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9100,3.65897965431213,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9200,2.40897965431213,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9300,10.4097957611084,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9400,6.57979583740234,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9500,2.917799949646,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9600,1.34560000896454,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9700,-0.429166674613953,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9800,-0.545400023460388,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",9900,-0.988979578018188,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",10000,-0.647599995136261,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",10100,-1.80980002880096,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",10200,-1.02979588508606,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",10300,-0.837755084037781,
"NOR1_T004","M1","2","4","4","Gaoping","Slope","NOR1_T004_M1_2_4_Ch4",10400,-0.937346935272217,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",0,153.763061523438,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",100,152.480209350586,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",200,151.152038574219,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",300,148.981018066406,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",400,148.1181640625,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",500,145.100402832031,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",600,144.093475341797,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",700,140.594085693359,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",800,141.062652587891,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",900,138.515197753906,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1000,136.795303344727,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1100,132.557800292969,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1200,133.698959350586,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1300,133.398162841797,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1400,128.281402587891,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1500,126.759162902832,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1600,125.171798706055,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1700,120.601226806641,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1800,121.427757263184,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",1900,115.05428314209,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2000,115.521018981934,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2100,111.991203308105,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2200,107.461227416992,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2300,104.817756652832,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2400,101.353675842285,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2500,99.3587493896484,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2600,94.1885681152344,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2700,92.8120422363281,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2800,89.0594024658203,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",2900,85.9571990966797,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",3000,79.9830627441406,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",3100,81.4106140136719,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",3200,81.2810211181641,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",3300,74.5967330932617,
"NOR1_T004","M1","2","5","4","Gaoping","Slope","NOR1_T004_M1_2_5_Ch4",3400,73.7955093383789,
