"Cruise","Station","Deployment","Tube","Channel","Region","Habitat",".id","Depth","DO.mean","DO.sd"
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",1800,23.0089588165283,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",1900,18.5544891357422,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2000,14.1355104446411,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2100,11.420599937439,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2200,9.30653095245361,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2300,7.43081617355347,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2400,6.21551036834717,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2500,4.95938777923584,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2600,4.07204103469849,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2700,3.24183678627014,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2800,2.47020411491394,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",2900,2.25551009178162,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3000,1.95469391345978,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3100,1.84591841697693,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3200,1.86160004138947,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3300,1.30285716056824,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3400,1.39469385147095,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3500,1.61918365955353,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3600,1.36081635951996,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3700,1.33619999885559,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3800,1.75999999046326,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",3900,1.41680002212524,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4000,1.60319995880127,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4100,1.41877555847168,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4200,1.42879998683929,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4300,0.940204083919525,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4400,0.918749988079071,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4500,1.34326529502869,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4600,1.41632652282715,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4700,1.43939995765686,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4800,1.48612248897552,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",4900,1.47000002861023,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5000,1.55999994277954,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5100,1.39795923233032,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5200,0.934199988842011,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5300,1.49836730957031,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5400,1.76020407676697,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5500,0.963599979877472,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5600,1.73440003395081,
"NOR1_T004","GC1","1","10","4","Gaoping","Canyon","NOR1_T004_GC1_1_10_Ch4",5700,1.03479170799255,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",0,139.217544555664,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",100,137.725509643555,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",200,136.908004760742,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",300,136.570617675781,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",400,134.622039794922,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",500,132.851837158203,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",600,129.868576049805,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",700,129.382659912109,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",800,124.795921325684,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",900,122.114898681641,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1000,117.622856140137,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1100,115.771873474121,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1200,112.038162231445,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1300,108.037399291992,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1400,103.348159790039,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1500,99.3675537109375,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1600,94.9877548217773,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1700,90.5440826416016,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1800,85.7855072021484,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",1900,81.0091857910156,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2000,73.9365310668945,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2100,66.9013977050781,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2200,60.1361236572266,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2300,52.8389778137207,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2400,46.189998626709,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2500,40.771800994873,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2600,36.6877555847168,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2700,31.6091842651367,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2800,23.5624485015869,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",2900,18.1834697723389,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3000,15.5343999862671,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3100,12.0732650756836,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3200,8.15591812133789,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3300,5.46080017089844,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3400,3.67280006408691,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3500,1.59571433067322,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3600,0.536938786506653,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3700,-0.177499994635582,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3800,-0.938399970531464,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",3900,-1.76469385623932,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4000,-1.80780005455017,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4100,-2.18551015853882,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4200,-2.37918376922607,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4300,-2.60081624984741,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4400,-2.34040808677673,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4500,-2.25857138633728,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4600,-2.44639992713928,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4700,-2.52959179878235,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4800,-2.68591833114624,
"NOR1_T004","GC1","1","9","3","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch3",4900,-2.6331250667572,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",0,134.918167114258,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",100,127.359588623047,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",200,124.646530151367,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",300,120.390411376953,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",400,118.117080688477,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",500,116.975303649902,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",600,114.112800598145,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",700,111.435104370117,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",800,107.952041625977,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",900,104.484283447266,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1000,101.030815124512,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1100,96.9789810180664,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1200,91.5599975585938,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1300,87.7053070068359,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1400,82.9589996337891,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1500,78.7957153320313,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1600,73.1408157348633,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1700,66.2633361816406,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1800,58.0960006713867,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",1900,54.0940818786621,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2000,49.3063278198242,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2100,40.7755088806152,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2200,30.8463268280029,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2300,27.625,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2400,21.8475513458252,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2500,15.6934690475464,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2600,14.622200012207,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2700,9.86559963226318,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2800,6.54755115509033,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",2900,3.28367352485657,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3000,1.47125005722046,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3100,-1.26859998703003,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3200,-2.28489804267883,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3300,-2.90840005874634,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3400,-3.34183669090271,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3500,-3.78346943855286,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3600,-4.77693891525269,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3700,-4.56081628799438,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3800,-4.26367330551147,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",3900,-4.50220012664795,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",4000,-4.38693857192993,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",4100,-4.90448999404907,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",4200,-4.98750019073486,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",4300,-4.503333568573,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",4400,-4.70693874359131,
"NOR1_T004","GC1","1","9","4","Gaoping","Canyon","NOR1_T004_GC1_1_9_Ch4",4500,-5.36306142807007,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",0,117.890205383301,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",100,116.446533203125,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",200,112.388999938965,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",300,110.924690246582,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",400,110.633399963379,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",500,108.629997253418,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",600,106.924003601074,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",700,105.635307312012,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",800,103.597145080566,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",900,102.163269042969,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1000,99.7946929931641,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1100,97.5187759399414,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1200,94.496940612793,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1300,91.3812255859375,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1400,88.1489791870117,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1500,84.4912261962891,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1600,80.1367340087891,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1700,75.1932678222656,
"NOR1_T004","GC1","2","7","3","Gaoping","Canyon","NOR1_T004_GC1_2_7_Ch3",1800,69.2055130004883,
